Name	Args	"Return Type"
tsquery_lt	"tsquery, tsquery"	boolean
tsquery_ne	"tsquery, tsquery"	boolean
tsquery_not	tsquery	tsquery
tsquery_or	"tsquery, tsquery"	tsquery
tsquery_phrase	"tsquery, tsquery"	tsquery
tsquery_phrase	"tsquery, tsquery, integer"	tsquery
tsqueryin	cstring	tsquery
tsqueryout	tsquery	cstring
tsqueryrecv	internal	tsquery
tsquerysend	tsquery	bytea
tsrange	"timestamp without time zone, timestamp without time zone"	tsrange
tsrange	"timestamp without time zone, timestamp without time zone, text"	tsrange
tsrange_subdiff	"timestamp without time zone, timestamp without time zone"	"double precision"
tstzrange	"timestamp with time zone, timestamp with time zone"	tstzrange
tstzrange	"timestamp with time zone, timestamp with time zone, text"	tstzrange
tstzrange_subdiff	"timestamp with time zone, timestamp with time zone"	"double precision"
tsvector_cmp	"tsvector, tsvector"	integer
tsvector_concat	"tsvector, tsvector"	tsvector
tsvector_eq	"tsvector, tsvector"	boolean
tsvector_ge	"tsvector, tsvector"	boolean
tsvector_gt	"tsvector, tsvector"	boolean
tsvector_le	"tsvector, tsvector"	boolean
tsvector_lt	"tsvector, tsvector"	boolean
tsvector_ne	"tsvector, tsvector"	boolean
tsvector_to_array	tsvector	text[]
tsvector_update_trigger		trigger
tsvector_update_trigger_column		trigger
tsvectorin	cstring	tsvector
tsvectorout	tsvector	cstring
tsvectorrecv	internal	tsvector
tsvectorsend	tsvector	bytea
txid_current		bigint
txid_current_if_assigned		bigint
txid_current_snapshot		txid_snapshot
txid_snapshot_in	cstring	txid_snapshot
txid_snapshot_out	txid_snapshot	cstring
txid_snapshot_recv	internal	txid_snapshot
txid_snapshot_send	txid_snapshot	bytea
txid_snapshot_xip	txid_snapshot	"SETOF bigint"
txid_snapshot_xmax	txid_snapshot	bigint
txid_snapshot_xmin	txid_snapshot	bigint
txid_status	bigint	text
txid_visible_in_snapshot	"bigint, txid_snapshot"	boolean
uhc_to_utf8	"integer, integer, cstring, internal, integer"	void
unique_key_recheck		trigger
unknownin	cstring	unknown
unknownout	unknown	cstring
unknownrecv	internal	unknown
unknownsend	unknown	bytea
unnest	anyarray	"SETOF anyelement"
unnest	"tsvector tsvector, OUT lexeme text, OUT positions smallint[], OUT weights text[]"	"SETOF record"
upper	anyrange	anyelement
upper	text	text
upper_inc	anyrange	boolean
upper_inf	anyrange	boolean
utf8_to_ascii	"integer, integer, cstring, internal, integer"	void
utf8_to_big5	"integer, integer, cstring, internal, integer"	void
utf8_to_euc_cn	"integer, integer, cstring, internal, integer"	void
utf8_to_euc_jis_2004	"integer, integer, cstring, internal, integer"	void
utf8_to_euc_jp	"integer, integer, cstring, internal, integer"	void
utf8_to_euc_kr	"integer, integer, cstring, internal, integer"	void
utf8_to_euc_tw	"integer, integer, cstring, internal, integer"	void
utf8_to_gb18030	"integer, integer, cstring, internal, integer"	void
utf8_to_gbk	"integer, integer, cstring, internal, integer"	void
utf8_to_iso8859	"integer, integer, cstring, internal, integer"	void
utf8_to_iso8859_1	"integer, integer, cstring, internal, integer"	void
utf8_to_johab	"integer, integer, cstring, internal, integer"	void
utf8_to_koi8r	"integer, integer, cstring, internal, integer"	void
utf8_to_koi8u	"integer, integer, cstring, internal, integer"	void
utf8_to_shift_jis_2004	"integer, integer, cstring, internal, integer"	void
utf8_to_sjis	"integer, integer, cstring, internal, integer"	void
utf8_to_uhc	"integer, integer, cstring, internal, integer"	void
utf8_to_win	"integer, integer, cstring, internal, integer"	void
uuid_cmp	"uuid, uuid"	integer
uuid_eq	"uuid, uuid"	boolean
uuid_ge	"uuid, uuid"	boolean
uuid_gt	"uuid, uuid"	boolean
uuid_hash	uuid	integer
uuid_in	cstring	uuid
uuid_le	"uuid, uuid"	boolean
uuid_lt	"uuid, uuid"	boolean
uuid_ne	"uuid, uuid"	boolean
uuid_out	uuid	cstring
uuid_recv	internal	uuid
uuid_send	uuid	bytea
uuid_sortsupport	internal	void
var_pop	bigint	numeric
var_pop	"double precision"	"double precision"
var_pop	integer	numeric
var_pop	numeric	numeric
var_pop	real	"double precision"
var_pop	smallint	numeric
var_samp	bigint	numeric
var_samp	"double precision"	"double precision"
var_samp	integer	numeric
var_samp	numeric	numeric
var_samp	real	"double precision"
var_samp	smallint	numeric
varbit	"bit varying, integer, boolean"	"bit varying"
varbit_in	"cstring, oid, integer"	"bit varying"
varbit_out	"bit varying"	cstring
varbit_recv	"internal, oid, integer"	"bit varying"
varbit_send	"bit varying"	bytea
varbit_transform	internal	internal
varbitcmp	"bit varying, bit varying"	integer
varbiteq	"bit varying, bit varying"	boolean
varbitge	"bit varying, bit varying"	boolean
varbitgt	"bit varying, bit varying"	boolean
varbitle	"bit varying, bit varying"	boolean
varbitlt	"bit varying, bit varying"	boolean
varbitne	"bit varying, bit varying"	boolean
varbittypmodin	cstring[]	integer
varbittypmodout	integer	cstring
varchar	"character varying, integer, boolean"	"character varying"
varchar	name	"character varying"
varchar_transform	internal	internal
varcharin	"cstring, oid, integer"	"character varying"
varcharout	"character varying"	cstring
varcharrecv	"internal, oid, integer"	"character varying"
varcharsend	"character varying"	bytea
varchartypmodin	cstring[]	integer
varchartypmodout	integer	cstring
variance	bigint	numeric
variance	"double precision"	"double precision"
variance	integer	numeric
variance	numeric	numeric
variance	real	"double precision"
variance	smallint	numeric
version		text
void_in	cstring	void
void_out	void	cstring
void_recv	internal	void
void_send	void	bytea
width	box	"double precision"
width_bucket	"anyelement, anyarray"	integer
width_bucket	"double precision, double precision, double precision, integer"	integer
width_bucket	"numeric, numeric, numeric, integer"	integer
win1250_to_latin2	"integer, integer, cstring, internal, integer"	void
win1250_to_mic	"integer, integer, cstring, internal, integer"	void
win1251_to_iso	"integer, integer, cstring, internal, integer"	void
win1251_to_koi8r	"integer, integer, cstring, internal, integer"	void
win1251_to_mic	"integer, integer, cstring, internal, integer"	void
win1251_to_win866	"integer, integer, cstring, internal, integer"	void
win866_to_iso	"integer, integer, cstring, internal, integer"	void
win866_to_koi8r	"integer, integer, cstring, internal, integer"	void
win866_to_mic	"integer, integer, cstring, internal, integer"	void
win866_to_win1251	"integer, integer, cstring, internal, integer"	void
win_to_utf8	"integer, integer, cstring, internal, integer"	void
xideq	"xid, xid"	boolean
xideqint4	"xid, integer"	boolean
xidin	cstring	xid
xidneq	"xid, xid"	boolean
xidneqint4	"xid, integer"	boolean
xidout	xid	cstring
xidrecv	internal	xid
xidsend	xid	bytea
xml	text	xml
xml_in	cstring	xml
xml_is_well_formed	text	boolean
xml_is_well_formed_content	text	boolean
xml_is_well_formed_document	text	boolean
xml_out	xml	cstring
xml_recv	internal	xml
xml_send	xml	bytea
xmlagg	xml	xml
xmlcomment	text	xml
xmlconcat2	"xml, xml"	xml
xmlexists	"text, xml"	boolean
xmlvalidate	"xml, text"	boolean
xpath	"text, xml"	xml[]
xpath	"text, xml, text[]"	xml[]
xpath_exists	"text, xml"	boolean
xpath_exists	"text, xml, text[]"	boolean
